Str,Vend,Vend_Desc,sku,Description,StyCol,OnHand_Qty,OnHand_AvgCost,OnHand_AvgCost_Val,OnHand_AvgCost_PctRpt,OnHand_Age,YTD_Qty,YTD_Sales,YTD_Sales_PctRpt,YTD_Mkdn_Pct,YTD_Profit,YTD_Profit_PctRpt,YTD_GP_Pct,YTD_ROI,YTD_Turns,PriorYr_YTD_Qty,PriorYr_YTD_Sales,PriorYr_YTD_Sales_PctChg,PriorYr_YTD_Profit,PriorYr_YTD_Profit_PctChg,PriorYr_YTD_OnHandCostValue,PriorYr_YTD_OnHandCostValue_PctChg
1,ADID,ADIDAS,M880ZTPCWILD,STRUCTURED FLEX,WILD,2,13,26,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
1,ADID,ADIDAS,M880ZTSCVEGAS,STRUCTURED FLEX,VEGAS,2,13,26,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
1,ADID,ADIDAS,MTSAUD0010,MONTANA ST AUDIBLE,NAVY,0,5,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-99.9
1,ADID,ADIDAS,NDSAUB0010,N DAKOTA AUDIBLE,GREEN,1,5,5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1,ADID,ADIDAS,NR87Z OOKCIT,DRAFT DAY CAP,THUNDER,4,14,56,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,-20
1,ADID,ADIDAS,O25247,ULT SS CREW,GREY/RE,1,11,11,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1,ADID,ADIDAS,P54511,HEATHERED TEE,BLK/SLVR,0,5,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-99.9
1,ADID,ADIDAS,P59811,REVOLVE JACKET,RED,1,11.25,11.25,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0
1,ADID,ADIDAS,P59897,3S SLANT HOODY,NVY/WHT,1,12.5,12.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
1,ADID,ADIDAS,P92277,TF C&S SS,ROYAL,0,12.5,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,-99.9
1,ADID,ADIDAS,Q16122,BBNEO CLASSIC,,4,8.75,35,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,-20
1,ADID,ADIDAS,Q16481,POWERALLEY 4,BLK/WHT,13,24.75,321.75,0.1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.5,-7.1
1,ADID,ADIDAS,Q16545,SPEED TRAINER 3.0,NAVY,5,24.75,123.75,0,953,1,75,0.2,0,50.25,0.3,67,443,2.2,0,0,0,0,0,173.25,-28.6
1,ADID,ADIDAS,Q16548,SPEED TRAINER 3.0,MAROON,4,24.75,99,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.75,-20
1,ADID,ADIDAS,Q20761,AKWAH 8,BLK/WHT,0,11.5,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,-99.9
1,ADID,ADIDAS,Q22107,F10 TRX FGTD 4,SKY/ELE,3,21.45,64.35,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,0
1,ADID,ADIDAS,Q22382,KANADIA 5,BLK/BLU,1,40.66,40.66,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66,0
1,ADID,ADIDAS,Q23230,SUPERSTAR 3G SLIDE,WHT/BLU,0,17.66,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,-99.9
1,ADID,ADIDAS,Q23232,SUPERSTAR 3G SLIDE,BLK/WHT,0,17.66,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3,-99.9
1,ADID,ADIDAS,Q23380,ADIFAST K,BLK/BLU,0,20.74,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.22,-99.9
1,ADID,ADIDAS,Q26388,BBNEO CLASSIC,WHT/PNK,5,17.5,87.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0
1,ADID,ADIDAS,Q33349,MAD HANDLE,BLK/WHT,9,36.96,332.64,0.1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.64,0
1,ADID,ADIDAS,Q33376,CRAZY SHADOW 2,BLK/WHT,0,52.8,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,-99.9
1,ADID,ADIDAS,Q33383,CRAZY SHADOW 2,ROYAL,3,52.8,158.4,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.4,0
1,ADID,ADIDAS,Q33441,CRAZY SHADOW 2 J,BLK/,1,38.4,38.4,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,-50
1,ADID,ADIDAS,Q33825,ADIFAST K,BLK/MET,1,21.6,21.6,0,999,1,32,0.1,40.6,10.4,0.1,32.5,385,8,0,0,0,0,0,64.8,-66.7
1,ADID,ADIDAS,Q34795,ADIFAST K,BLU/PK/YLW,1,21.6,21.6,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,-66.7
1,ADID,ADIDAS,Q35155,BARRICADE TEAM 3,WHT/SIL,1,44.88,44.88,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.28,-83.3
1,ADID,ADIDAS,Q38531,SKNEO DERBY CAMPUS K,ROY/WHT,0,21.12,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.12,-99.9
1,ADID,ADIDAS,S00797,HIGH IMPACT BRA,GRN/BLK,1,13.5,13.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-50
1,ADID,ADIDAS,S08432,NEW PRO BALL,NATURAL,-2,30,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0
1,ADID,ADIDAS,S08434,NEW PRO BALL W,NATURAL,4,21.75,87,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,190
1,ADID,ADIDAS,S10451,PRF MR 34 B TT,MULTI,1,15,15,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-50
1,ADID,ADIDAS,S10473,TF 3/4TGT SUN,MULT,2,13.5,27,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
1,ADID,ADIDAS,S11233,HORIZ MESH SHRT,BLK/SCA,0,8.75,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,-99.9
1,ADID,ADIDAS,S11350,FUTURE STAR SHORT,RED/BLK,0,10,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-99.9
1,ADID,ADIDAS,S49693,RUMBLE SACKPACK,,-1,7.8,-7.8,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,0
1,ADID,ADIDAS,S83669,CRAZYQUICK 2.0,BLK/PLT,3,26.12,78.36,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.48,-25
1,ADID,ADIDAS,S83772,FILTHYSPEED MID,BLK/WHT,3,38.5,115.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5,0
1,ADID,ADIDAS,S83773,FILTHYSPEED MID,BLK/PLT,3,38.5,115.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5,0
1,ADID,ADIDAS,S83805,ISOLATION 2 LOW,WHT/SLV,2,27.5,55,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,-33.3
1,ADID,ADIDAS,S83975,NXT LVL SPD 3,BLK/PNK,2,25,50,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
1,ADID,ADIDAS,S83978,NXT LVL SPD 3,BLK/SLV,1,19.62,19.62,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.62,0
1,ADID,ADIDAS,S84063,CRAZYQUICK 2.0 MID,BLK/GLD,4,27.5,110,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0
1,ADID,ADIDAS,S84182,FILTHYSPEED LOW D,BLK/PLT,19,28.15,534.85,0.1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.15,-9.5
1,ADID,ADIDAS,S84275,PRO SMOOTH FEATHER,BLK/RED,1,19.25,19.25,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0
1,ADID,ADIDAS,S84449,CRAZY GHOST 2014,ROY/WHT,2,47.52,95.04,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.04,0
1,ADID,ADIDAS,S84451,CRAZY GHOST 2014,BLK/WHT,0,47.52,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.52,-99.9
1,ADID,ADIDAS,S84734,SPEED TRAINER 2,NVY/CAR,2,41.25,82.5,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,0
1,ADID,ADIDAS,S84736,SPEED TRAINER 2,BLK/WHT,1,41.25,41.25,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,-50
